fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
7658	5568068,2	5717061,7	-45	-21,6	-0,07992	0,188	0,00129
7665	5568031,5	5716680	-16,6	1,7	-0,05329	0,0013	-0,07465
7674	5569178,3	5717279,6	-5,4	-11,9	0,00264	-0,03317	0,00323
7686	5567975,9	5717848,7	-298,1	15,4	-0,64126	-0,62883	-0,36003
7705	5568616,6	5717404,2	-51,3	-66,8	0,06064	-0,07958	-0,05487
7713	5569123,6	5718723,9	-51,8	-26,6	-0,02957	0,03719	-0,01225
7715	5567493	5718568,9	-5,6	27,5	0,02358	0,01802	-0,0543
7736	5568413,4	5717197,5	-41	-40,1	0,0507	0,14759	-0,09224
7744	5568470,6	5716790,8	-9,7	-24,4	-0,00642	0,02065	-0,04802
7746	5567205,2	5718360,7	-0,9	16,3	0,07086	-0,0469	-0,03244
7750	5568486,9	5716814,8	-0,3	-22,2	-0,00809	-0,00436	-0,05582
7757	5568711,1	5716953,6	-20,2	4,1	-0,00991	0,02465	0,0246
7772	5567914,2	5717185	-69,8	-17	-0,06914	0,25131	0,11885
7807	5568474,7	5718442,4	-91,2	-105,6	0,06074	0,11286	0,16288
7812	5568198,2	5717570,2	-229,3	-100,5	-0,23793	-0,24889	-0,48493
7820	5568695,6	5717351,6	-23,2	-46	0,06157	-0,05523	-0,05371
7851	5567388,6	5717227	-4,6	20,3	0,07659	0,13237	0,1389
7857	5567893,8	5717005	-33,4	11,1	-0,08203	0,07054	-0,04905
7891	5568097,9	5717310,4	-87,1	-45,7	-0,17766	0,41008	-0,10328
7930	5567374,5	5718766,3	1,4	8,7	0,01316	-0,00771	-0,07102
7936	5567385,6	5718761,4	4,1	13,4	0,01147	-0,00872	-0,07686
7952	5567402,2	5717974,1	-3	24,9	0,13739	0,02335	0,13119
7997	5567481,3	5718285,2	-6,9	16,4	0,07766	-0,0121	-0,01999
8007	5569086,4	5718008,8	-4,1	-25,2	0,04366	0,02369	0,04718
8018	5568005,4	5716672,7	-11,5	-16,8	-0,05355	0,00602	-0,06378
8022	5567106,2	5717003,7	-9,9	-3	-0,00456	-0,04752	-0,05255
8041	5567440	5717419,2	-20,4	20,7	0,03883	-0,0696	0,02533
8052	5568233,2	5718232	-176,5	-79,7	-0,23531	-0,18966	0,16853
8056	5568952	5716899,2	-22,5	-23,6	0,09026	0,01257	-0,00714
8066	5568372,2	5717804,3	-221,8	-175,5	0,16737	-0,16252	0,09639
8073	5568301,1	5718684,3	-38,6	-24,2	0,00422	0,12121	0,18018
8079	5567932,3	5718157,3	-167,9	69,6	-0,51518	-0,19618	-0,26133
8151	5568617,6	5717931,4	-103,2	-142,5	0,19198	-0,14579	0,03131
8155	5568656,5	5718042,7	-71,1	-125	0,15386	-0,15425	0,01
8186	5568945,2	5717827,4	-2,7	-61,9	0,12301	0,0223	-0,0366
8188	5567516,8	5718288,4	-6,4	30,5	0,0916	-0,00952	-0,03889
8197	5568088,7	5717172,3	-46,5	-12,8	-0,11479	0,32626	-0,03403
8219	5567068,2	5718375,8	-6	11,2	0,01092	-0,09105	-0,0457
8221	5567751,3	5717001,4	-26,2	9,6	-0,09498	0,02322	0,03907
8246	5568192	5717684,3	-272,3	-132	-0,27039	-0,46047	-0,4149
8247	5567284,4	5717094,7	4,1	16,4	0,05791	0,05139	0,04783
8273	5568408,6	5718832,4	-48,4	-24,7	0,00198	0,02168	0,05851
8285	5569119,5	5718789,4	-43	5,4	-0,03234	0,03939	0,00021
8320	5568518,9	5718394,2	-61,5	-84,7	0,09983	0,02044	0,1469
8332	5568975,3	5716703	-1,5	-5,7	0,0303	0,08192	-0,11618
8374	5567223,8	5717402,9	8,2	-1,9	0,04372	0,00248	0,09597
8386	5568405,1	5717453,3	-112,5	-96,9	0,0195	-0,06838	-0,25875
8396	5568078,1	5717300,1	-86,5	-20,6	-0,17126	0,41768	-0,06854
8400	5568334,2	5718724,2	-35	-10	0,02403	0,08706	0,16531
8405	5567276,7	5717779,9	-3,4	22,5	0,02223	0,01005	-0,01219
8415	5568056,3	5717507,6	-186,7	-53,1	-0,34257	-0,06608	-0,21201
8418	5567365,7	5717256,9	-5,6	11,8	0,06294	0,13222	0,13478
8435	5567762	5718721,4	4,3	0,7	-0,10741	0,07846	-0,02989
8441	5568791	5718870,1	-16,6	15,1	0,00455	-0,06606	0,09174
8449	5568178,9	5717826,1	-317,8	-56,5	-0,30623	-0,47137	-0,20736
8460	5568822,8	5717596,3	-21,3	-61,8	0,08245	0,01218	-0,06292
8479	5568440,7	5718666	-11,7	3,5	0,03185	0,15049	0,09533
8486	5567865	5718026,1	-185,8	81,6	-0,43603	-0,32613	-0,30458
8490	5568233,2	5718485,6	-88	-16,1	-0,12073	0,21177	0,12228
8499	5568158,6	5718847,1	-30,7	-40,4	-0,01437	0,11334	0,08642
8501	5568012,4	5718847,5	-3,3	22,1	-0,09984	0,12978	-0,01979
8516	5569203,4	5716858	-7	17,5	0,04703	0,13329	0,05775
8533	5568896,5	5718725,9	-46,7	-19,7	0,03238	0,00017	0,04
8536	5567513	5717592,5	-40,7	47,1	0,0815	-0,17012	0,09444
8564	5568354,8	5716903,4	-26,8	-19,8	0,008	0,03219	-0,03929
8572	5567604,4	5718408,8	-1,5	35,6	0,01088	0,1125	-0,07209
8581	5567093,3	5716818,4	2,3	0,6	0,00459	-0,03926	-0,02906
8589	5567533,4	5717243,6	-17,8	16,3	0,01395	0,03612	0,09546
8602	5568258,1	5718794,1	-18,6	9,1	0,03629	0,0842	0,15212
8608	5567501,7	5718259,3	-9	29,3	0,09241	-0,05312	-0,02397
8609	5568043,5	5718321,5	-146,9	-4,4	-0,38639	0,07154	-0,085
8610	5567348,9	5717598,8	-11,1	28,3	0,00686	-0,08643	0,02135
8639	5568641,1	5717419,4	-34,7	-48,5	0,07851	-0,08207	-0,0444
8649	5568197,1	5718607,4	-58,8	-16,5	-0,08551	0,17926	0,08773
8652	5567468,6	5717933,8	-24,8	6,1	0,18017	0,13133	0,16846
8676	5568751,9	5718107,4	-27	-71	0,15453	-0,12405	-0,00032
8685	5567895,6	5717545,4	-165,6	34,3	-0,25767	-0,03363	0,25601
8700	5567509	5718438,5	11,5	32,9	0,03204	0,12211	-0,02112
8707	5568006,7	5717570,8	-228,5	-0,8	-0,41765	-0,18844	-0,16866
8711	5568168,5	5717059,4	-26,4	-23,1	-0,04386	0,14401	-0,04772
8723	5567667,3	5718360	-12,9	50	-0,03592	0,0953	-0,09915
8736	5568958,3	5717681,5	-27,1	-48,6	0,09612	0,01506	-0,05244
8752	5568572	5716770,7	-3,6	-10,6	-0,01329	-0,01557	-0,03636
8772	5567842,7	5716986,7	-42,9	-6,1	-0,10123	0,05953	-0,04604
8783	5568198,5	5718145,4	-247,8	-78,9	-0,3152	-0,27133	0,10713
8796	5568860	5717250,9	-5,7	-41	0,04881	0,02135	-0,08586
8798	5568550,1	5718103,8	-102,4	-131,5	0,2103	-0,16202	0,06275
8843	5568678,3	5716801	0,2	-16	-0,00242	-0,06221	-0,00805
8853	5568857,9	5717876,1	-45,4	-69,2	0,13538	-0,01961	-0,08453
8857	5567809,3	5718026	-132,9	66,5	-0,31346	-0,33134	-0,20376
8877	5568736,6	5717382,5	-38,9	-64,9	0,07196	-0,07988	-0,04128
8892	5568623,5	5717621	-35,1	-41	0,17872	0,073	0,02199
8916	5568981,5	5718830,2	-28,7	27,7	0,05228	-0,03054	-0,01334
8922	5568440,8	5717550,4	-137,2	-130,3	0,08002	-0,05341	-0,18499
8925	5568548,7	5717427,2	-69,1	-88,1	0,07039	-0,10499	-0,09498
8927	5568573,4	5718332,3	-79,9	-97,2	0,13322	-0,03381	0,09744
8931	5568492,8	5716921,4	-18,5	-27,2	0,00791	0,00552	-0,09331
8963	5569005,4	5718050,8	5,2	-36,8	0,10448	-0,02195	0,07367
8966	5568912	5717886,8	-32,5	-84,8	0,14634	-0,00344	-0,0352
8974	5567423,1	5717221,1	-15,4	12,1	0,06742	0,11811	0,14289
8978	5568067,3	5718180,5	-233,3	-4,2	-0,50528	-0,20989	-0,06095
8982	5567699,3	5717269,6	-37,1	18,1	-0,03908	0,03189	0,16267
9012	5567636,3	5718607,9	-20,2	15,7	-0,07285	0,02532	-0,03449
9022	5567223,9	5717238,7	-2,7	11,6	0,03348	0,11973	0,06597
9032	5567169	5718354,9	-0,3	-0,5	0,06205	-0,06059	-0,04295
9049	5567737,2	5717748	-89,8	83,1	-0,00745	-0,12733	0,51239
9064	5568148,7	5717752,3	-314,4	-70,4	-0,40708	-0,55524	-0,36975
9068	5568933,8	5718372	-12,3	-21,5	0,08324	0,03721	0,11094
9071	5568424,7	5717836,4	-161	-159,7	0,21423	-0,1364	0,18901
9073	5568376,7	5717954,2	-146,9	-181,1	0,16638	-0,22665	0,22458
9079	5568568,7	5716948,7	-19,1	-32,8	0,01077	0,01748	-0,03607
9087	5568008,4	5717174,4	-54,1	-4,9	-0,11419	0,30243	0,04161
9088	5567060,7	5718000,1	3,4	12,7	-0,00097	-0,04119	-0,09403
9090	5568827	5717243,4	5,6	-33,1	0,0472	0,02128	-0,08097
9143	5568942,9	5718526,6	-0,7	-1,8	0,0216	0,10063	0,07037
9148	5567994,5	5716847	-31,5	-31,3	-0,05223	0,05516	-0,06603
9150	5567892	5717155,5	-52,3	3,4	-0,07423	0,18877	0,05085
9153	5568100	5717012	-26,2	-6,2	-0,05282	0,09086	0,00974
9213	5568851,7	5718497,8	-17,9	-32	0,09521	0,13476	0,10016
9215	5568844,9	5716694,8	-3,6	-6,5	0,00477	0,00207	-0,08184
9233	5568927	5718222,7	-4,7	-26,8	0,1236	-0,07139	0,12686
9241	5567999,4	5717826,5	-324,2	-7,8	-0,6319	-0,64057	-0,38878
9250	5567356,2	5717760,6	-6	7,1	0,02816	0,02524	-0,03891
9259	5569230,5	5716739,6	40,1	55,4	-0,003	0,22575	0,03957
9269	5568164,6	5716823,8	-8,5	-18,4	0,0024	0,0514	0,03761
9271	5567807,5	5718172,2	-109,7	94,1	-0,2544	-0,16479	-0,24232
9289	5567484,9	5717104	-8,2	18,9	0,05934	0,04934	0,2026
9291	5568696,1	5718352,6	-27,7	-58,2	0,13056	0,01826	0,07915
9292	5568443,7	5717228,9	-32,9	-47,2	0,05232	0,13304	-0,07807
9316	5567493,7	5718117,9	-10	34,2	0,15934	-0,14326	0,11025
9362	5567454,1	5717579,2	-36,8	36	0,03813	-0,18679	-0,01573
9364	5568454,1	5718414,5	-80,9	-66,7	0,0573	0,06802	0,17915
9376	5569133,9	5717563,6	13	-14,9	0,02618	-0,00311	0,04056
9382	5568219,4	5718488,4	-94,1	-33,3	-0,13618	0,21326	0,10439
9407	5567516,1	5717788,2	-27,1	34	0,1875	0,10104	0,23471
9432	5569009	5718433,7	-17,6	-24,4	0,0066	0,0449	0,07666
9475	5568778,3	5717860,8	-19	-92,4	0,12735	-0,04764	-0,09304
9495	5569246,5	5717600,4	-2,8	-25	0,00196	-0,00401	0,00871
9500	5567650	5716916,4	-15,6	2,7	-0,02835	0,10907	0,17329
9523	5567921	5718183	-146,8	61,3	-0,47373	-0,15666	-0,26893
9527	5568807,2	5716716,2	-0,9	-21,8	0,0012	-0,02723	-0,04991
9528	5567499,7	5716761,2	-5	22,7	0,01874	0,04694	-0,0138
9529	5567975,3	5716695	-17,3	6,8	-0,05613	0,02163	-0,05821
9541	5568142,3	5716995	-39,2	-47,1	-0,03059	0,09923	-0,00727
9546	5568886,9	5718369,2	-0,9	-29,5	0,11123	0,04692	0,1128
9547	5569038,4	5718695,8	-23,9	11,4	0,00667	0,0443	-0,01802
9553	5567072,1	5718337,9	15,4	20,8	0,01726	-0,08766	-0,04918
9555	5567311,2	5718062	13,9	27,9	0,09781	0,00012	0,0661
9564	5567883,8	5718189,7	-136,4	54	-0,40243	-0,13474	-0,28862
9571	5568465	5718286,9	-101,7	-106,4	0,12817	-0,10871	0,17821
9611	5567532,5	5717738,7	-8,7	53,6	0,18631	0,05324	0,22281
9628	5568191,6	5717084,8	-37	-21,7	-0,04066	0,17512	-0,07274
9636	5568291,2	5717488,3	-168,2	-108,6	-0,09963	-0,07528	-0,39105
9642	5567346,8	5718123,4	-6,3	10,1	0,11292	-0,02038	0,06292
9651	5567517,9	5718563,9	-19,7	-1,5	0,01572	0,01446	-0,0569
9661	5568886,8	5718571,5	-30,4	-7,8	0,04496	0,10313	0,07876
9683	5567617,8	5718359,8	-21,1	54,5	0,01093	0,0709	-0,07029
9706	5568696,9	5716902,1	-12,6	-16,7	-0,00521	0,001	0,01346
9709	5568609,1	5716918,3	-12,6	-22,3	-0,00175	0,00518	-0,02932
9713	5567547,2	5718274,4	-19,6	26,6	0,09386	-0,03634	-0,05496
9722	5567393,6	5718264,7	-5,8	24,7	0,08229	-0,02024	0,00076
9771	5567919,8	5717367,4	-103,4	-7,7	-0,15708	0,21972	0,27001
9783	5568256,6	5717265,6	-68,5	-50,3	-0,04776	0,29086	-0,17731
9789	5568669,9	5717681,2	-60,9	-89,9	0,12395	0,03214	-0,0154
9795	5567722,3	5717660,4	-66,7	67,1	0,08532	-0,1028	0,59389
9819	5569218,5	5717007,4	-6	-15,9	0,01642	-0,06625	0,05896
9829	5568131,5	5716855	-11,2	-23,8	-0,00769	0,05977	0,01947
9841	5567569,1	5716754,9	-17,1	10,2	0,02079	0,10411	0,08213
9843	5568950,4	5718331,3	-40,8	-55,5	0,08213	-0,00598	0,11229
9881	5567874,7	5718860,5	-41,1	-39,3	-0,13204	0,10246	-0,04567
9883	5567840,9	5716832,4	-29,1	-8,8	-0,07491	0,05551	-0,03446
9890	5567318,7	5718613,9	9,1	20,8	0,06764	0,03847	0,02653
9896	5567947,7	5717852,7	-280,7	44,9	-0,61727	-0,61888	-0,34036
9954	5568012,7	5718159	-217,1	22,2	-0,54594	-0,21902	-0,18247
9982	5568012,4	5717835,8	-329,5	-15,2	-0,63334	-0,64109	-0,39805
9986	5568899	5718322,9	12,1	-26,5	0,11068	0,00815	0,12675
9987	5568549,2	5716926,4	-20,9	-22,5	0,00566	-0,00718	-0,06774
9989	5569139	5718063,9	3,7	-25,5	0,02112	0,02152	0,02612
9994	5568587,1	5718131,5	-97,1	-125,8	0,16787	-0,15176	0,04394
10011	5567441,3	5716883,9	-11,4	5,3	0,06593	-0,0153	0,06162
10040	5567986,4	5718344,1	-115	28,2	-0,37234	0,12503	-0,14416
10052	5568183	5716665,3	-15,6	0,8	-0,01216	0,05041	-0,0279
10056	5567757,3	5717608,5	-85,1	58	0,00185	-0,08171	0,62397
10074	5568399,8	5717119,8	-26,9	-36,1	0,04154	0,15886	-0,07836
10075	5567421,8	5717050,9	-11,8	14,2	0,09256	0,04054	0,16517
10084	5568314,8	5716970,1	-20,7	-22,6	-0,00451	0,06227	-0,05177
10086	5567407	5717572,6	-0,4	32,9	0,0203	-0,17658	-0,01454
10110	5567310,9	5717500,8	-6,2	1,3	0,03104	-0,05671	0,09463
10124	5567419,1	5718091,8	-10,2	32,5	0,13371	-0,07641	0,12121
10140	5567202,9	5716976,1	-10,6	4,6	0,02227	-0,07505	-0,04287
10143	5568176,9	5718200,3	-217,3	-49,5	-0,36467	-0,20644	0,10927
10144	5568235,1	5717851,7	-299,9	-52,6	-0,1678	-0,35857	-0,06278
10148	5567065,5	5718738,3	33	24,6	0,01231	0,09765	0,01659
10151	5567053,7	5718856,5	10	10,6	0,0087	0,03365	0,02138
10182	5568848,9	5717666,9	-26,8	-64,4	0,09039	0,02793	-0,09477
10183	5567890,7	5716832	-18,8	-3,8	-0,07851	0,04615	-0,06932
10221	5567356,3	5716719,4	-2,5	-1,4	0,01019	-0,00929	-0,06042
10249	5568734,1	5716764,2	-19,5	6,1	-0,01169	-0,04117	-0,00525
10270	5568599,4	5717407,6	-59	-76,1	0,05862	-0,08714	-0,06547
10289	5568413,1	5717211,5	-34,6	-42,4	0,05168	0,14674	-0,09315
10297	5569213,4	5717227,7	-3,2	-10,5	-0,02423	-0,07783	0,01659
10324	5567879,1	5716695,4	-19,8	17,7	-0,03868	0,03866	0,01393
10328	5568757,7	5717427,5	-17,7	-61	0,07327	-0,08882	-0,02857
10331	5568459,6	5717525,8	-94	-84,4	0,07611	-0,04861	-0,18475
10336	5569176,8	5717202,8	-15,2	-8,2	-0,00692	-0,08231	0,01334
10347	5567401,8	5717734	-12,3	39,7	0,02732	0,00701	-0,05224
10383	5567508,2	5718126,8	-15,6	28,2	0,14835	-0,14874	0,0702
10384	5568361,2	5718250,1	-180,2	-144,9	0,04805	-0,17812	0,23903
10387	5568405,2	5716869,3	-10,2	-35,8	0,0062	0,01176	-0,04976
10390	5567577	5717060,2	-8,2	13,2	0,00167	0,01233	0,1785
10399	5567510,2	5717412,2	-24,2	20,9	0,02228	-0,04483	0,0365
10412	5567138,4	5718501,7	-3,4	16,9	0,06399	-0,07444	-0,01657
10429	5569023,4	5717832,9	-15,1	-44,4	0,11247	0,04813	-0,00403
10435	5567418,7	5717256,1	-13,3	3,8	0,05918	0,12363	0,131
10441	5567471,7	5718450,1	2,2	16,8	0,04141	0,08303	-0,00626
10449	5568480,1	5718120,5	-131,6	-127,1	0,22366	-0,19178	0,12896
10464	5568903,3	5717365,4	6,6	-23,8	0,08896	-0,01471	-0,0966
10477	5567602,6	5716918,1	-2	30,3	0,00042	0,10033	0,20244
10488	5568377	5718420,7	-88,4	-60,5	0,01842	0,10931	0,19681
10499	5567047,6	5717666,1	13,9	17,9	0,01227	0,04817	-0,02302
10506	5567436,6	5717224,3	-10,3	13,4	0,05993	0,11293	0,14574
10510	5568041,8	5717141,3	-47,5	-10,9	-0,10898	0,29244	0,0052
10512	5567733,8	5717573,5	-65,9	65,9	0,036	-0,00849	0,59833
10517	5568419,6	5717165,5	-31,5	-60,8	0,0413	0,15383	-0,086
10528	5568162	5716669,7	-11,7	6,5	-0,01348	0,04542	-0,03907
10529	5568251,8	5718157,5	-212	-134,9	-0,17746	-0,24812	0,1766
10547	5568262,4	5718482,6	-57	1,4	-0,09319	0,19661	0,17313
10549	5569080,5	5717403,1	11,4	-1	0,03151	0,06398	-0,00581
10576	5568614,5	5718035,5	-72,9	-133,9	0,20777	-0,16622	0,02427
10591	5569038,8	5717367,9	-2,8	-27,5	0,0528	0,04892	-0,03993
10623	5567394,9	5718593,2	19	37	0,04768	0,02916	-0,00209
10627	5567312,6	5716709,7	-12,3	-3,2	0,02121	-0,01033	-0,05077
10630	5567527,2	5718741	7,8	28,4	0,00609	-0,00535	-0,06111
10639	5569233,5	5717649,4	5,4	-32,4	0,01669	-0,03038	0,0132
10643	5568088,9	5717025	-30,1	-17,2	-0,06944	0,13081	0,00719
10652	5569122,8	5717872,9	-19,6	-33,5	0,05707	0,04326	0,02217
10656	5567106,8	5718355,3	1,5	11,2	0,03205	-0,08075	-0,04941
10663	5568374,2	5717563,7	-170	-146	0,01225	-0,11205	-0,2785
10678	5568998,9	5716772,1	4,7	-19,5	0,07488	0,08991	-0,07687
10724	5567098,5	5717462,6	4,1	4,9	0,02437	0,01016	0,01176
10745	5568633,4	5718129	-96,4	-122,3	0,16117	-0,14432	0,02321
10749	5568843,3	5718864,2	-20,2	9,9	0,02349	-0,07815	0,07141
10764	5568027,6	5718154,1	-231,2	20,7	-0,53957	-0,23464	-0,15044
10782	5567224,1	5717631,5	6,2	5,6	0,03536	0,00195	0,01832
10784	5568323,9	5717077,6	-37,7	-51,4	-0,00543	0,08987	-0,10975
10787	5567089,3	5717186,4	-26,8	-7,8	0,00676	0,05653	-0,0185
10791	5568950,6	5716674,6	-9,3	-15,6	0,02061	0,05954	-0,13805
10797	5568722,7	5717591,1	-38,8	-82,1	0,11221	0,0498	-0,03729
10810	5567535	5717257,4	-22,4	24,9	0,01231	0,03256	0,09214
10830	5568909,8	5717590,3	-10	-30,4	0,11881	-0,00655	-0,05485
10855	5567221,4	5718098,1	7,6	15,3	0,06966	0,03392	-0,01588
10885	5567353,6	5718620,3	-1,5	14,2	0,05819	0,03361	-0,00395
10886	5567620,5	5716886,6	-20,9	28,5	0,00248	0,10827	0,19684
10902	5567444,2	5716778,7	-14,1	-17,6	0,02195	0,00149	-0,06919
10908	5569266,7	5718446,6	-41,2	-16,2	0,02032	-0,02207	-0,05717
10913	5567401,4	5718412,7	3,4	28,1	0,07617	0,04427	-0,00142
10936	5568605,3	5716668,2	-5,1	-17,4	-0,00724	0,00777	0,00082
10939	5568162,5	5718390,6	-123,6	-24,6	-0,2452	0,11201	0,07363
10946	5569045,3	5717950,8	21,3	-16,2	0,08874	0,02401	0,0429
10952	5568434,7	5717231,1	-53,5	-48	0,05256	0,13994	-0,08568
10960	5569026,1	5716719,8	-13,2	-17,1	0,04122	0,12845	-0,0941
10974	5567440,6	5718569,4	25,3	29,6	0,05828	0,017	-0,0257
10996	5568399,4	5718404,4	-82,1	-82,3	0,03372	0,07167	0,19967
11005	5568197,7	5716854,8	-4,5	-12	0,01346	0,05045	0,04407
11019	5568792,7	5718052,6	-88,2	-113,4	0,17819	-0,13382	-0,01484
11031	5567862,6	5716805,5	-21,8	7,2	-0,07729	0,05386	-0,04749
11034	5568198,3	5718476	-90,8	-19	-0,15749	0,20837	0,07611
11070	5568032,7	5717660,3	-262,9	-13,7	-0,49011	-0,50492	-0,36208
11078	5568444	5718003,3	-151,5	-177	0,21387	-0,19766	0,22008
